[2026-03-22T15:50:17.624Z] GET http://localhost:5173/api/slots?date=2026-03-22 → 500 (8ms, ?B)
[2026-03-22T15:50:17.624Z] GET http://localhost:5173/api/contact → 500 (8ms, ?B)
[2026-03-22T15:50:17.624Z] GET http://localhost:5173/api/slots?date=2026-03-22 → 500 (8ms, ?B)
[2026-03-22T15:50:17.624Z] GET http://localhost:5173/api/contact → 500 (8ms, ?B)
[2026-03-22T15:50:17.632Z] GET http://localhost:5173/api/slots?date=2026-03-23 → 500 (6ms, ?B)
[2026-03-22T15:50:17.632Z] GET http://localhost:5173/api/slots?date=2026-03-23 → 500 (4ms, ?B)
[2026-03-22T15:50:17.636Z] GET http://localhost:5173/api/slots?date=2026-03-24 → 500 (2ms, ?B)
[2026-03-22T15:50:17.638Z] GET http://localhost:5173/api/slots?date=2026-03-25 → 500 (1ms, ?B)
[2026-03-22T15:50:17.638Z] GET http://localhost:5173/api/slots?date=2026-03-24 → 500 (1ms, ?B)
[2026-03-22T15:50:17.639Z] GET http://localhost:5173/api/slots?date=2026-03-26 → 500 (3ms, ?B)
[2026-03-22T15:50:17.639Z] GET http://localhost:5173/api/slots?date=2026-03-25 → 500 (3ms, ?B)
[2026-03-22T15:50:17.642Z] GET http://localhost:5173/api/slots?date=2026-03-27 → 500 (1ms, ?B)
[2026-03-22T15:50:17.643Z] GET http://localhost:5173/api/slots?date=2026-03-26 → 500 (?ms, ?B)
[2026-03-22T15:50:17.643Z] GET http://localhost:5173/api/slots?date=2026-03-28 → 500 (3ms, ?B)
[2026-03-22T15:50:17.643Z] GET http://localhost:5173/api/slots?date=2026-03-27 → 500 (1ms, ?B)
[2026-03-22T15:50:17.644Z] GET http://localhost:5173/api/slots?date=2026-03-28 → 500 (?ms, ?B)
[2026-03-22T15:50:17.644Z] GET http://localhost:5173/api/slots?date=2026-03-29 → 500 (1ms, ?B)
[2026-03-22T15:50:17.645Z] GET http://localhost:5173/api/slots?date=2026-03-30 → 500 (2ms, ?B)
[2026-03-22T15:50:17.646Z] GET http://localhost:5173/api/slots?date=2026-03-29 → 500 (1ms, ?B)
[2026-03-22T15:50:17.647Z] GET http://localhost:5173/api/slots?date=2026-03-31 → 500 (3ms, ?B)
[2026-03-22T15:50:17.647Z] GET http://localhost:5173/api/slots?date=2026-03-30 → 500 (1ms, ?B)
[2026-03-22T15:50:17.648Z] GET http://localhost:5173/api/slots?date=2026-03-31 → 500 (1ms, ?B)
[2026-03-22T15:50:17.649Z] GET http://localhost:5173/api/slots?date=2026-04-01 → 500 (2ms, ?B)
[2026-03-22T15:50:17.650Z] GET http://localhost:5173/api/slots?date=2026-04-01 → 500 (?ms, ?B)
[2026-03-22T15:50:17.650Z] GET http://localhost:5173/api/slots?date=2026-04-02 → 500 (1ms, ?B)
[2026-03-22T15:50:17.651Z] GET http://localhost:5173/api/slots?date=2026-04-03 → 500 (2ms, ?B)
